peptide_id,gene_id,transcript_id,genome,chromosome,start_pos,end_pos,strand,description,length
KRH66141,GLYMA_03G085800,KRH66141,Glycine_max_v2.0,3,25274971,25280855,-1,hypothetical protein,184
KRG94091,GLYMA_19G0617001,KRG94091,Glycine_max_v2.0,19,12796117,12796374,1,hypothetical protein,54
KRH40591,GLYMA_09G268800,KRH40591,Glycine_max_v2.0,9,48625194,48630795,1,hypothetical protein,701
KRG91618,GLYMA_20G164800,KRG91618,Glycine_max_v2.0,20,40222175,40227019,-1,hypothetical protein,84
KRH26281,GLYMA_12G165100,KRH26281,Glycine_max_v2.0,12,31932762,31933977,1,hypothetical protein,93
KRH15202,GLYMA_14G074200,KRH15202,Glycine_max_v2.0,14,6222097,6223336,1,hypothetical protein,99
KRH04887,GLYMA_17G194000,KRH04887,Glycine_max_v2.0,17,28964595,28965809,1,hypothetical protein,108
KRH64573,GLYMA_04G242600,KRH64573,Glycine_max_v2.0,4,51061622,51063798,1,hypothetical protein,81
KRH20824,GLYMA_13G202700,KRH20824,Glycine_max_v2.0,13,31651329,31653355,1,hypothetical protein,119
KRH11455,GLYMA_15G109200,KRH11455,Glycine_max_v2.0,15,8575884,8576321,1,hypothetical protein,145
KRH65382,GLYMA_03G032000,KRH65382,Glycine_max_v2.0,3,3649452,3653172,1,hypothetical protein,292
KRH56723,GLYMA_05G015700,KRH56723,Glycine_max_v2.0,5,1431500,1432755,1,hypothetical protein,122
KRH73301,GLYMA_02G265400,KRH73301,Glycine_max_v2.0,2,45035956,45036890,-1,hypothetical protein,121
KRH14539,GLYMA_14G032400,KRH14539,Glycine_max_v2.0,14,2353345,2356426,-1,hypothetical protein,505
KRG96947,GLYMA_19G243000,KRG96947,Glycine_max_v2.0,19,49064500,49066219,-1,hypothetical protein,300
KRH47689,GLYMA_07G044000,KRH47689,Glycine_max_v2.0,7,3657051,3659894,1,hypothetical protein,53
KRH06091,GLYMA_16G004100,KRH06091,Glycine_max_v2.0,16,224655,225113,1,hypothetical protein,85
KRH09319,GLYMA_16G209900,KRH09319,Glycine_max_v2.0,16,36919141,36924601,1,hypothetical protein,385
KRH20917,GLYMA_13G209300,KRH20917,Glycine_max_v2.0,13,32331283,32331414,-1,hypothetical protein,43
KRH13452,GLYMA_15G240200,KRH13452,Glycine_max_v2.0,15,45513508,45516919,1,hypothetical protein,86
KRG90851,GLYMA_20G117500,KRG90851,Glycine_max_v2.0,20,36009693,36009886,1,hypothetical protein,63
KRH76110,GLYMA_01G132100,KRH76110,Glycine_max_v2.0,1,44908241,44908444,-1,hypothetical protein,67
KRH61801,GLYMA_04G0686002,KRH61801,Glycine_max_v2.0,4,5732999,5733024,-1,hypothetical protein,7
KRH55183,GLYMA_06G235600,KRH55183,Glycine_max_v2.0,6,38116808,38116996,-1,hypothetical protein,62
KRH71565,GLYMA_02G155500,KRH71565,Glycine_max_v2.0,2,15919910,15920086,-1,hypothetical protein,58
KRH37850,GLYMA_09G093500,KRH37850,Glycine_max_v2.0,9,12877063,12877777,1,hypothetical protein,68
KRH75122,GLYMA_01G064000,KRH75122,Glycine_max_v2.0,1,9261065,9262868,1,hypothetical protein,102
KRG89863,GLYMA_20G052100,KRG89863,Glycine_max_v2.0,20,11810071,11819735,-1,hypothetical protein,78
KRG99035,GLYMA_18G116200,KRG99035,Glycine_max_v2.0,18,14226877,14227450,1,hypothetical protein,47
KRH46550,GLYMA_08G341200,KRH46550,Glycine_max_v2.0,8,45717324,45721059,-1,hypothetical protein,126
KRH54185,GLYMA_06G170200,KRH54185,Glycine_max_v2.0,6,14242347,14246426,1,hypothetical protein,242
KRH77481,GLYMA_01G215900,KRH77481,Glycine_max_v2.0,1,54661690,54663625,-1,hypothetical protein,361
KRH21958,GLYMA_13G269500,KRH21958,Glycine_max_v2.0,13,37167036,37168962,1,hypothetical protein,268
KRH14824,GLYMA_14G050800,KRH14824,Glycine_max_v2.0,14,3974149,3977659,1,hypothetical protein,564
KRH43504,GLYMA_08G153900,KRH43504,Glycine_max_v2.0,8,11871392,11878083,-1,hypothetical protein,101
KRG99956,GLYMA_18G181900,KRG99956,Glycine_max_v2.0,18,43869873,43870525,1,hypothetical protein,137
KRG89237,GLYMA_20G010300,KRG89237,Glycine_max_v2.0,20,884113,884292,1,hypothetical protein,59
KRH12591,GLYMA_15G181300,KRH12591,Glycine_max_v2.0,15,17555719,17558480,1,hypothetical protein,246
KRH60227,GLYMA_05G227900,KRH60227,Glycine_max_v2.0,5,40587278,40587625,1,hypothetical protein,83
KRH56003,GLYMA_06G295800,KRH56003,Glycine_max_v2.0,6,48462815,48463337,1,hypothetical protein,102
KRH66737,GLYMA_03G125100,KRH66737,Glycine_max_v2.0,3,33877682,33878053,1,hypothetical protein,123
KRH09517,GLYMA_16G2197002,KRH09517,Glycine_max_v2.0,16,37690133,37690618,-1,hypothetical protein,44
KRH32123,GLYMA_10G033300,KRH32123,Glycine_max_v2.0,10,2894910,2898195,-1,hypothetical protein,100
KRH38898,GLYMA_09G165300,KRH38898,Glycine_max_v2.0,9,38939368,38940656,1,hypothetical protein,154
KRH24966,GLYMA_12G073600,KRH24966,Glycine_max_v2.0,12,5488931,5490506,1,hypothetical protein,75
KRH72730,GLYMA_02G230000,KRH72730,Glycine_max_v2.0,2,41751801,41752157,1,hypothetical protein,118
KRH14736,GLYMA_14G045300,KRH14736,Glycine_max_v2.0,14,3459601,3461259,1,hypothetical protein,290
KRH52272,GLYMA_06G057600,KRH52272,Glycine_max_v2.0,6,4338684,4339034,-1,hypothetical protein,69
KRG97412,GLYMA_18G006300,KRG97412,Glycine_max_v2.0,18,458634,458834,1,hypothetical protein,66
KRH58994,GLYMA_05G159800,KRH58994,Glycine_max_v2.0,5,35160487,35160708,1,hypothetical protein,73
KRH33262,GLYMA_10G110600,KRH33262,Glycine_max_v2.0,10,25733761,25735666,1,hypothetical protein,69
KRH60971,GLYMA_04G020000,KRH60971,Glycine_max_v2.0,4,1570146,1572644,1,hypothetical protein,322
KRH24020,GLYMA_12G017100,KRH24020,Glycine_max_v2.0,12,1206937,1208270,-1,hypothetical protein,161
KRH08422,GLYMA_16G148200,KRH08422,Glycine_max_v2.0,16,30881535,30882128,1,hypothetical protein,97
KRH09947,GLYMA_15G020400,KRH09947,Glycine_max_v2.0,15,1573973,1574221,-1,hypothetical protein,82
KRH50317,GLYMA_07G214400,KRH50317,Glycine_max_v2.0,7,38652575,38652757,1,hypothetical protein,60
KRH38271,GLYMA_09G123500,KRH38271,Glycine_max_v2.0,9,29906633,29927817,1,hypothetical protein,1615
KRH42712,GLYMA_08G106600,KRH42712,Glycine_max_v2.0,8,8214466,8214615,1,hypothetical protein,49
KRH39051,GLYMA_09G174500,KRH39051,Glycine_max_v2.0,9,39909591,39912610,1,hypothetical protein,57
KRH69052,GLYMA_02G000900,KRH69052,Glycine_max_v2.0,2,109272,112589,1,hypothetical protein,157
KRH52411,GLYMA_06G066800,KRH52411,Glycine_max_v2.0,6,5091775,5093606,1,hypothetical protein,61
KRH68149,GLYMA_03G211600,KRH68149,Glycine_max_v2.0,3,41777894,41778691,1,hypothetical protein,120
KRG94421,GLYMA_19G083400,KRG94421,Glycine_max_v2.0,19,30127304,30127522,-1,hypothetical protein,72
KRH68948,GLYMA_03G259900,KRH68948,Glycine_max_v2.0,3,45390708,45402576,-1,hypothetical protein,55
KRH22244,GLYMA_13G287900,KRH22244,Glycine_max_v2.0,13,38832605,38832814,1,hypothetical protein,69
KRH73899,GLYMA_02G299600,KRH73899,Glycine_max_v2.0,2,47647250,47650727,-1,hypothetical protein,367
KRH45955,GLYMA_08G303100,KRH45955,Glycine_max_v2.0,8,42124025,42124369,-1,hypothetical protein,114
KRH62372,GLYMA_04G103800,KRH62372,Glycine_max_v2.0,4,9705282,9705434,1,hypothetical protein,50
KRH59217,GLYMA_05G171700,KRH59217,Glycine_max_v2.0,5,36197575,36199801,-1,hypothetical protein,60
KRH03959,GLYMA_17G129800,KRH03959,Glycine_max_v2.0,17,10388611,10388871,1,hypothetical protein,86
KRH05840,GLYMA_17G251600,KRH05840,Glycine_max_v2.0,17,40617205,40617464,1,hypothetical protein,72
KRH54758,GLYMA_06G206700,KRH54758,Glycine_max_v2.0,6,19912938,19914589,1,hypothetical protein,465
KRH67902,GLYMA_03G194500,KRH67902,Glycine_max_v2.0,3,40508494,40511779,1,hypothetical protein,231
KRH18335,GLYMA_13G052400,KRH18335,Glycine_max_v2.0,13,14945122,14946581,-1,hypothetical protein,90
KRH61997,GLYMA_04G0791001,KRH61997,Glycine_max_v2.0,4,6625107,6625282,1,hypothetical protein,57
KRH26143,GLYMA_12G154600,KRH26143,Glycine_max_v2.0,12,24118877,24119143,-1,hypothetical protein,88
KRH61995,GLYMA_04G0791002,KRH61995,Glycine_max_v2.0,4,6624631,6624958,1,hypothetical protein,109
KRH13948,GLYMA_15G274400,KRH13948,Glycine_max_v2.0,15,51221837,51225805,1,hypothetical protein,380
KRH04742,GLYMA_17G183500,KRH04742,Glycine_max_v2.0,17,23065062,23066150,1,hypothetical protein,220
KRH07475,GLYMA_16G092000,KRH07475,Glycine_max_v2.0,16,14537755,14538483,1,hypothetical protein,121
KRH24347,GLYMA_12G035500,KRH24347,Glycine_max_v2.0,12,2595066,2595900,1,hypothetical protein,68
KRH69182,GLYMA_02G010200,KRH69182,Glycine_max_v2.0,2,979354,981094,1,hypothetical protein,255
KRH01507,GLYMA_18G2816001,KRH01507,Glycine_max_v2.0,18,56252463,56252626,-1,hypothetical protein,39
KRH05993,GLYMA_17G260800,KRH05993,Glycine_max_v2.0,17,41471033,41471943,1,hypothetical protein,123
KRH57455,GLYMA_05G061800,KRH57455,Glycine_max_v2.0,5,5776752,5777000,-1,hypothetical protein,82
KRH06815,GLYMA_16G047500,KRH06815,Glycine_max_v2.0,16,4504314,4505712,1,hypothetical protein,73
KRH69994,GLYMA_02G061200,KRH69994,Glycine_max_v2.0,2,5555799,5557867,1,hypothetical protein,82
KRH25571,GLYMA_12G112800,KRH25571,Glycine_max_v2.0,12,11059719,11059874,1,hypothetical protein,51
KRH51675,GLYMA_06G022200,KRH51675,Glycine_max_v2.0,6,1652959,1653965,1,hypothetical protein,115
KRH27888,GLYMA_11G021300,KRH27888,Glycine_max_v2.0,11,1512657,1515641,1,hypothetical protein,382
KRH71193,GLYMA_02G135800,KRH71193,Glycine_max_v2.0,2,14065824,14066564,1,hypothetical protein,55
KRH08033,GLYMA_16G124800,KRH08033,Glycine_max_v2.0,16,27448751,27450769,-1,hypothetical protein,87
KRH04874,GLYMA_17G192700,KRH04874,Glycine_max_v2.0,17,27915622,27928405,-1,hypothetical protein,262
KRH46214,GLYMA_08G318800,KRH46214,Glycine_max_v2.0,8,43809911,43811943,1,hypothetical protein,147
KRH40576,GLYMA_09G267600,KRH40576,Glycine_max_v2.0,9,48539365,48540685,1,hypothetical protein,92
KRH53862,GLYMA_06G150500,KRH53862,Glycine_max_v2.0,6,12283471,12285077,1,hypothetical protein,99
KRH44299,GLYMA_08G202400,KRH44299,Glycine_max_v2.0,8,16433229,16435508,1,hypothetical protein,68
KRH75942,GLYMA_01G119000,KRH75942,Glycine_max_v2.0,1,40902902,40904176,-1,hypothetical protein,74
KRH40619,GLYMA_09G270300,KRH40619,Glycine_max_v2.0,9,48733409,48734421,1,hypothetical protein,71
KRH65331,GLYMA_03G028100,KRH65331,Glycine_max_v2.0,3,3092062,3096481,1,hypothetical protein,647
KRH67359,GLYMA_03G161900,KRH67359,Glycine_max_v2.0,3,37685395,37685499,-1,hypothetical protein,34
KRG89731,GLYMA_20G044500,KRG89731,Glycine_max_v2.0,20,8171991,8172391,1,hypothetical protein,64
KRH62659,GLYMA_04G122300,KRH62659,Glycine_max_v2.0,4,15629079,15631853,1,hypothetical protein,53
KRH01464,GLYMA_18G278700,KRH01464,Glycine_max_v2.0,18,56009037,56009873,-1,hypothetical protein,63
KRG98618,GLYMA_18G085000,KRG98618,Glycine_max_v2.0,18,8376715,8378116,-1,hypothetical protein,106
KRH13474,GLYMA_15G241800,KRH13474,Glycine_max_v2.0,15,45961157,45961664,-1,hypothetical protein,68
KRH52635,GLYMA_06G079700,KRH52635,Glycine_max_v2.0,6,6114270,6114900,1,hypothetical protein,75
KRH11235,GLYMA_15G096400,KRH11235,Glycine_max_v2.0,15,7500106,7501059,-1,hypothetical protein,105
KRH27531,GLYMA_12G241200,KRH27531,Glycine_max_v2.0,12,39964142,39966957,-1,hypothetical protein,780
KRH56708,GLYMA_05G014500,KRH56708,Glycine_max_v2.0,5,1348924,1352621,1,hypothetical protein,90
KRH31050,GLYMA_11G224300,KRH31050,Glycine_max_v2.0,11,31907789,31910570,-1,hypothetical protein,69
KRH11450,GLYMA_15G1089002,KRH11450,Glycine_max_v2.0,15,8557480,8557495,1,hypothetical protein,5
KRH26421,GLYMA_12G173100,KRH26421,Glycine_max_v2.0,12,32972409,32973960,-1,hypothetical protein,112
KRH00835,GLYMA_18G236900,KRH00835,Glycine_max_v2.0,18,52571603,52571773,-1,hypothetical protein,56
KRH22914,GLYMA_13G327200,KRH22914,Glycine_max_v2.0,13,42206007,42206504,1,hypothetical protein,73
KRH16459,GLYMA_14G156800,KRH16459,Glycine_max_v2.0,14,34443623,34444178,1,hypothetical protein,71
KRH18508,GLYMA_13G065300,KRH18508,Glycine_max_v2.0,13,16462273,16463227,1,hypothetical protein,197
KRH38007,GLYMA_09G103800,KRH38007,Glycine_max_v2.0,9,19256300,19257200,1,hypothetical protein,69
KRH55164,GLYMA_06G234400,KRH55164,Glycine_max_v2.0,6,37678571,37678744,1,hypothetical protein,57
KRH19906,GLYMA_13G142600,KRH19906,Glycine_max_v2.0,13,25552646,25553573,1,hypothetical protein,90
KRH47839,GLYMA_07G052000,KRH47839,Glycine_max_v2.0,7,4502621,4503342,1,hypothetical protein,90
KRG91736,GLYMA_20G1718002,KRG91736,Glycine_max_v2.0,20,40955950,40956382,1,hypothetical protein,66
KRH28953,GLYMA_11G088100,KRH28953,Glycine_max_v2.0,11,6652640,6657068,-1,hypothetical protein,50
KRH10465,GLYMA_15G049100,KRH10465,Glycine_max_v2.0,15,3869436,3870986,1,hypothetical protein,438
KRH44364,GLYMA_08G206100,KRH44364,Glycine_max_v2.0,8,16668838,16669444,1,hypothetical protein,81
KRH30181,GLYMA_11G165400,KRH30181,Glycine_max_v2.0,11,15755004,15756199,1,hypothetical protein,91
KRH50149,GLYMA_07G203900,KRH50149,Glycine_max_v2.0,7,37321073,37321488,-1,hypothetical protein,68
KRH47953,GLYMA_07G058500,KRH47953,Glycine_max_v2.0,7,5224700,5225712,-1,hypothetical protein,89
KRH65259,GLYMA_03G0234003,KRH65259,Glycine_max_v2.0,3,2457077,2457245,-1,hypothetical protein,54
KRH45403,GLYMA_08G269200,KRH45403,Glycine_max_v2.0,8,34703106,34703747,1,hypothetical protein,69
KRH57007,GLYMA_05G032900,KRH57007,Glycine_max_v2.0,5,2872504,2874006,1,hypothetical protein,93
KRH43478,GLYMA_08G152700,KRH43478,Glycine_max_v2.0,8,11746458,11752421,1,hypothetical protein,260
KRH15588,GLYMA_14G097900,KRH15588,Glycine_max_v2.0,14,9234466,9235198,1,hypothetical protein,78
KRH56943,GLYMA_05G0290001,KRH56943,Glycine_max_v2.0,5,2493092,2493321,-1,hypothetical protein,35
KRH62826,GLYMA_04G135200,KRH62826,Glycine_max_v2.0,4,19921067,19922106,1,hypothetical protein,66
KRH23227,GLYMA_13G345600,KRH23227,Glycine_max_v2.0,13,43622980,43624838,-1,hypothetical protein,69
KRH18813,GLYMA_13G083700,KRH18813,Glycine_max_v2.0,13,19442707,19443539,-1,hypothetical protein,157
KRH30691,GLYMA_11G200900,KRH30691,Glycine_max_v2.0,11,28076122,28079477,1,hypothetical protein,84
KRH45542,GLYMA_08G278400,KRH45542,Glycine_max_v2.0,8,37591124,37591629,-1,hypothetical protein,69
KRH05627,GLYMA_17G238500,KRH05627,Glycine_max_v2.0,17,39397559,39397795,1,hypothetical protein,78
KRH26655,GLYMA_12G186000,KRH26655,Glycine_max_v2.0,12,34690356,34692672,1,hypothetical protein,58
KRH63810,GLYMA_04G198300,KRH63810,Glycine_max_v2.0,4,47045618,47046355,-1,hypothetical protein,55
KRH51369,GLYMA_06G002500,KRH51369,Glycine_max_v2.0,6,218811,219901,1,hypothetical protein,167
KRH20130,GLYMA_13G158400,KRH20130,Glycine_max_v2.0,13,27356502,27369772,1,hypothetical protein,1335
KRH41660,GLYMA_08G042800,KRH41660,Glycine_max_v2.0,8,3382149,3383134,1,hypothetical protein,74
KRH05669,GLYMA_17G241200,KRH05669,Glycine_max_v2.0,17,39652199,39659769,1,hypothetical protein,74
KRH36220,GLYMA_10G291600,KRH36220,Glycine_max_v2.0,10,50950460,50952551,-1,hypothetical protein,70
KRH18159,GLYMA_13G041900,KRH18159,Glycine_max_v2.0,13,13450630,13450908,-1,hypothetical protein,92
KRH29705,GLYMA_11G132800,KRH29705,Glycine_max_v2.0,11,10169697,10170242,1,hypothetical protein,135
KRH39034,GLYMA_09G173300,KRH39034,Glycine_max_v2.0,9,39779065,39780185,-1,hypothetical protein,66
KRH65830,GLYMA_03G064900,KRH65830,Glycine_max_v2.0,3,10809360,10809548,1,hypothetical protein,62
KRG96665,GLYMA_19G224900,KRG96665,Glycine_max_v2.0,19,47714145,47715187,1,hypothetical protein,74
KRH21366,GLYMA_13G235700,KRH21366,Glycine_max_v2.0,13,34630805,34631093,1,hypothetical protein,79
KRH12806,GLYMA_15G195800,KRH12806,Glycine_max_v2.0,15,22389974,22392476,1,hypothetical protein,734
KRH08893,GLYMA_16G1811002,KRH08893,Glycine_max_v2.0,16,34198761,34200778,-1,hypothetical protein,65
KRH71967,GLYMA_02G181900,KRH71967,Glycine_max_v2.0,2,31134811,31140103,1,hypothetical protein,76
KRH10919,GLYMA_15G076700,KRH10919,Glycine_max_v2.0,15,5899892,5900257,1,hypothetical protein,84
KRH16078,GLYMA_14G130600,KRH16078,Glycine_max_v2.0,14,22314542,22316609,1,hypothetical protein,70
KRH07426,GLYMA_16G088100,KRH07426,Glycine_max_v2.0,16,11151195,11154312,-1,hypothetical protein,67
KRH22541,GLYMA_13G307500,KRH22541,Glycine_max_v2.0,13,40319744,40319911,1,hypothetical protein,55
KRH71895,GLYMA_02G176400,KRH71895,Glycine_max_v2.0,2,28949066,28949266,1,hypothetical protein,66
KRH40410,GLYMA_09G257200,KRH40410,Glycine_max_v2.0,9,47627518,47629028,1,hypothetical protein,70
KRH62500,GLYMA_04G111800,KRH62500,Glycine_max_v2.0,4,12441387,12442698,1,hypothetical protein,100
KRH51654,GLYMA_06G020900,KRH51654,Glycine_max_v2.0,6,1581796,1584717,-1,hypothetical protein,564
KRH00510,GLYMA_18G217300,KRH00510,Glycine_max_v2.0,18,50451299,50451568,1,hypothetical protein,89
KRH25166,GLYMA_12G085300,KRH25166,Glycine_max_v2.0,12,6884917,6885186,-1,hypothetical protein,52
KRG99059,GLYMA_18G1177001,KRG99059,Glycine_max_v2.0,18,14500452,14500576,-1,hypothetical protein,24
KRG99058,GLYMA_18G1177002,KRG99058,Glycine_max_v2.0,18,14496764,14498447,-1,hypothetical protein,49
KRH07601,GLYMA_16G097300,KRH07601,Glycine_max_v2.0,16,18865249,18866193,-1,hypothetical protein,101
KRH26241,GLYMA_12G162600,KRH26241,Glycine_max_v2.0,12,30862399,30862873,1,hypothetical protein,53
KRH31658,GLYMA_10G003200,KRH31658,Glycine_max_v2.0,10,320571,324234,-1,hypothetical protein,326
KRH06931,GLYMA_16G055500,KRH06931,Glycine_max_v2.0,16,5444754,5445484,1,hypothetical protein,55
KRH36901,GLYMA_09G030800,KRH36901,Glycine_max_v2.0,9,2527805,2528996,1,hypothetical protein,57
KRH34885,GLYMA_10G211700,KRH34885,Glycine_max_v2.0,10,44428977,44430296,-1,hypothetical protein,101
KRH05135,GLYMA_17G209600,KRH05135,Glycine_max_v2.0,17,34571869,34581634,-1,hypothetical protein,593
KRH68325,GLYMA_03G223300,KRH68325,Glycine_max_v2.0,3,42600798,42604091,-1,hypothetical protein,135
KRH35745,GLYMA_10G262700,KRH35745,Glycine_max_v2.0,10,48735053,48738047,1,hypothetical protein,527
KRH26400,GLYMA_12G171800,KRH26400,Glycine_max_v2.0,12,32793908,32796452,1,hypothetical protein,137
KRH63376,GLYMA_04G172100,KRH63376,Glycine_max_v2.0,4,42901318,42901719,1,hypothetical protein,133
KRH70899,GLYMA_02G1167001,KRH70899,Glycine_max_v2.0,2,11376539,11381371,1,hypothetical protein,430
KRH52660,GLYMA_06G081200,KRH52660,Glycine_max_v2.0,6,6229048,6229956,1,hypothetical protein,124
KRH70898,GLYMA_02G1167002,KRH70898,Glycine_max_v2.0,2,11375844,11376425,1,hypothetical protein,194
KRG88513,GLYMA_U022800,KRG88513,,NA,NA,NA,NA,hypothetical protein,622
KRH66237,GLYMA_03G092600,KRH66237,Glycine_max_v2.0,3,27377972,27380076,-1,hypothetical protein,219
KRH15271,GLYMA_14G078300,KRH15271,Glycine_max_v2.0,14,6622779,6631676,1,hypothetical protein,77
KRH64337,GLYMA_04G2307001,KRH64337,Glycine_max_v2.0,4,49937594,49937784,-1,hypothetical protein,41
KRH10301,GLYMA_15G041300,KRH10301,Glycine_max_v2.0,15,3239055,3239332,-1,hypothetical protein,55
KRH64336,GLYMA_04G2307002,KRH64336,Glycine_max_v2.0,4,49935632,49936023,-1,hypothetical protein,31
KRH64626,GLYMA_04G246700,KRH64626,Glycine_max_v2.0,4,51411520,51412271,1,hypothetical protein,83
KRH06281,GLYMA_16G013700,KRH06281,Glycine_max_v2.0,16,1195084,1195323,-1,hypothetical protein,79
KRH40746,GLYMA_09G275600,KRH40746,Glycine_max_v2.0,9,49111553,49112738,1,hypothetical protein,68
KRH67228,GLYMA_03G155200,KRH67228,Glycine_max_v2.0,3,37045316,37047743,1,hypothetical protein,166
KRH34788,GLYMA_10G206200,KRH34788,Glycine_max_v2.0,10,43770640,43770858,1,hypothetical protein,72
KRH04172,GLYMA_17G144200,KRH04172,Glycine_max_v2.0,17,11772143,11772807,1,hypothetical protein,78
KRH13376,GLYMA_15G235100,KRH13376,Glycine_max_v2.0,15,44261176,44262187,1,hypothetical protein,71
KRH65441,GLYMA_03G036100,KRH65441,Glycine_max_v2.0,3,4337336,4337912,1,hypothetical protein,68
KRH44426,GLYMA_08G210400,KRH44426,Glycine_max_v2.0,8,17012996,17013253,1,hypothetical protein,85
KRH07584,GLYMA_16G0960001,KRH07584,Glycine_max_v2.0,16,17717852,17720668,1,hypothetical protein,338
KRH07582,GLYMA_16G0960002,KRH07582,Glycine_max_v2.0,16,17694666,17700979,1,hypothetical protein,201
KRH30055,GLYMA_11G155000,KRH30055,Glycine_max_v2.0,11,12662448,12663222,1,hypothetical protein,94
KRH02235,GLYMA_17G025100,KRH02235,Glycine_max_v2.0,17,1842805,1843242,-1,hypothetical protein,145
KRH68456,GLYMA_03G232500,KRH68456,Glycine_max_v2.0,3,43357439,43360614,1,hypothetical protein,527
KRH37981,GLYMA_09G102600,KRH37981,Glycine_max_v2.0,9,18803020,18803387,-1,hypothetical protein,107
KRH01826,GLYMA_18G301000,KRH01826,Glycine_max_v2.0,18,57891682,57891781,1,hypothetical protein,31
KRH63926,GLYMA_04G204900,KRH63926,Glycine_max_v2.0,4,47735569,47735727,-1,hypothetical protein,52
KRH77109,GLYMA_01G192700,KRH77109,Glycine_max_v2.0,1,52717738,52718415,-1,hypothetical protein,94
KRH10487,GLYMA_15G050500,KRH10487,Glycine_max_v2.0,15,3983578,3985337,1,hypothetical protein,77
KRH64805,GLYMA_04G255900,KRH64805,Glycine_max_v2.0,4,52218470,52225378,-1,hypothetical protein,317
KRH55815,GLYMA_06G284200,KRH55815,Glycine_max_v2.0,6,47256047,47258245,-1,hypothetical protein,732
KRH76166,GLYMA_01G136200,KRH76166,Glycine_max_v2.0,1,45994133,45996505,-1,hypothetical protein,51
KRH38110,GLYMA_09G111800,KRH38110,Glycine_max_v2.0,9,22127906,22129010,-1,hypothetical protein,203
KRH68577,GLYMA_03G239100,KRH68577,Glycine_max_v2.0,3,43813236,43813754,-1,hypothetical protein,172
KRG99876,GLYMA_18G176800,KRG99876,Glycine_max_v2.0,18,42187129,42187689,1,hypothetical protein,93
KRH66694,GLYMA_03G122600,KRH66694,Glycine_max_v2.0,3,33546070,33546780,1,hypothetical protein,70
KRH21921,GLYMA_13G267100,KRH21921,Glycine_max_v2.0,13,37002912,37004219,-1,hypothetical protein,94
KRH12518,GLYMA_15G176200,KRH12518,Glycine_max_v2.0,15,16614926,16615144,-1,hypothetical protein,72
KRH01743,GLYMA_18G296000,KRH01743,Glycine_max_v2.0,18,57311335,57313926,1,hypothetical protein,79
KRH12892,GLYMA_15G202500,KRH12892,Glycine_max_v2.0,15,25548066,25551560,-1,hypothetical protein,1082
KRH10592,GLYMA_15G057100,KRH10592,Glycine_max_v2.0,15,4419063,4420006,1,hypothetical protein,37
KRH40860,GLYMA_09G282000,KRH40860,Glycine_max_v2.0,9,49757838,49758050,-1,hypothetical protein,70
KRH35140,GLYMA_10G224600,KRH35140,Glycine_max_v2.0,10,45526661,45531424,1,hypothetical protein,127
KRH62813,GLYMA_04G134000,KRH62813,Glycine_max_v2.0,4,19203415,19209713,-1,hypothetical protein,318
KRH04457,GLYMA_17G162600,KRH04457,Glycine_max_v2.0,17,14432028,14434043,1,hypothetical protein,286
KRG96498,GLYMA_19G214500,KRG96498,Glycine_max_v2.0,19,46768939,46770046,-1,hypothetical protein,236
KRH20767,GLYMA_13G199000,KRH20767,Glycine_max_v2.0,13,31271929,31272426,-1,hypothetical protein,79
KRH23980,GLYMA_12G014600,KRH23980,Glycine_max_v2.0,12,1045982,1059246,-1,hypothetical protein,736
KRH03387,GLYMA_17G094500,KRH03387,Glycine_max_v2.0,17,7400484,7401283,-1,hypothetical protein,73
KRH43616,GLYMA_08G160700,KRH43616,Glycine_max_v2.0,8,12438635,12442744,1,hypothetical protein,267
KRH17903,GLYMA_13G026000,KRH17903,Glycine_max_v2.0,13,5393023,5396354,-1,hypothetical protein,279
KRH68793,GLYMA_03G251000,KRH68793,Glycine_max_v2.0,3,44667388,44668383,1,hypothetical protein,81
KRH65088,GLYMA_03G012700,KRH65088,Glycine_max_v2.0,3,1282979,1283933,-1,hypothetical protein,48
KRH27053,GLYMA_12G211100,KRH27053,Glycine_max_v2.0,12,37003841,37004297,1,hypothetical protein,69
KRH70865,GLYMA_02G114900,KRH70865,Glycine_max_v2.0,2,11155233,11155731,-1,hypothetical protein,72
KRH42435,GLYMA_08G089900,KRH42435,Glycine_max_v2.0,8,6781034,6781234,1,hypothetical protein,66
KRH18139,GLYMA_13G040700,KRH18139,Glycine_max_v2.0,13,12944725,12945256,1,hypothetical protein,133
KRH72791,GLYMA_02G234100,KRH72791,Glycine_max_v2.0,2,42152243,42154588,-1,hypothetical protein,136
KRH13768,GLYMA_15G262700,KRH13768,Glycine_max_v2.0,15,49552224,49552328,-1,hypothetical protein,34
KRH23380,GLYMA_13G353600,KRH23380,Glycine_max_v2.0,13,44214208,44214360,1,hypothetical protein,50
KRH19140,GLYMA_13G103300,KRH19140,Glycine_max_v2.0,13,21826263,21829701,-1,hypothetical protein,376
KRH45906,GLYMA_08G300600,KRH45906,Glycine_max_v2.0,8,41873769,41874428,1,hypothetical protein,68
KRH51457,GLYMA_06G007800,KRH51457,Glycine_max_v2.0,6,609878,610195,-1,hypothetical protein,105
KRH71743,GLYMA_02G166000,KRH71743,Glycine_max_v2.0,2,24968993,24969300,1,hypothetical protein,84
KRG89445,GLYMA_20G023600,KRG89445,Glycine_max_v2.0,20,2505631,2506413,1,hypothetical protein,99
